sim_minute,hour_of_day,solar_output_kw,consumption_kw,battery_level_kwh,net_flow_kw,time_sin,time_cos,is_deficit
11789,4.4833,0.0,0.0171,0.0,-0.0171,0.922201,0.386711,1
11790,4.5,0.0,0.0155,0.0,-0.0155,0.92388,0.382683,1
11791,4.5167,0.0,0.0148,0.0,-0.0148,0.925541,0.378649,1
11792,4.5333,0.0,0.0177,0.0,-0.0177,0.927184,0.374607,1
11793,4.55,0.0,0.0195,0.0,-0.0195,0.92881,0.370557,1
11794,4.5667,0.0,0.0166,0.0,-0.0166,0.930418,0.366501,1
11795,4.5833,0.0,0.016,0.0,-0.016,0.932008,0.362438,1
11796,4.6,0.0,0.0165,0.0,-0.0165,0.93358,0.358368,1
11797,4.6167,0.0,0.0195,0.0,-0.0195,0.935135,0.354291,1
11798,4.6333,0.0,0.0149,0.0,-0.0149,0.936672,0.350207,1
11799,4.65,0.0,0.0198,0.0,-0.0198,0.938191,0.346117,1
11800,4.6667,0.0,0.0162,0.0,-0.0162,0.939693,0.34202,1
11801,4.6833,0.0,0.0158,0.0,-0.0158,0.941176,0.337917,1
11802,4.7,0.0,0.0146,0.0,-0.0146,0.942641,0.333807,1
11803,4.7167,0.0,0.0198,0.0,-0.0198,0.944089,0.329691,1
11804,4.7333,0.0,0.0175,0.0,-0.0175,0.945519,0.325568,1
11805,4.75,0.0,0.0151,0.0,-0.0151,0.94693,0.321439,1
11806,4.7667,0.0,0.0188,0.0,-0.0188,0.948324,0.317305,1
11807,4.7833,0.0,0.0186,0.0,-0.0186,0.949699,0.313164,1
11808,4.8,0.0,0.016,0.0,-0.016,0.951057,0.309017,1
11809,4.8167,0.0,0.0125,0.0,-0.0125,0.952396,0.304864,1
11810,4.8333,0.0,0.018,0.0,-0.018,0.953717,0.300706,1
11811,4.85,0.0,0.0132,0.0,-0.0132,0.95502,0.296542,1
11812,4.8667,0.0,0.0182,0.0,-0.0182,0.956305,0.292372,1
11813,4.8833,0.0,0.0203,0.0,-0.0203,0.957571,0.288196,1
11814,4.9,0.0,0.0182,0.0,-0.0182,0.95882,0.284015,1
11815,4.9167,0.0,0.0154,0.0,-0.0154,0.96005,0.279829,1
11816,4.9333,0.0,0.0193,0.0,-0.0193,0.961262,0.275637,1
11817,4.95,0.0,0.0147,0.0,-0.0147,0.962455,0.27144,1
11818,4.9667,0.0,0.0177,0.0,-0.0177,0.96363,0.267238,1
11819,4.9833,0.0,0.0171,0.0,-0.0171,0.964787,0.263031,1
11820,5.0,0.0,0.0187,0.0,-0.0187,0.965926,0.258819,1
11821,5.0167,0.0,0.0174,0.0,-0.0174,0.967046,0.254602,1
11822,5.0333,0.0,0.0184,0.0,-0.0184,0.968148,0.25038,1
11823,5.05,0.0,0.0179,0.0,-0.0179,0.969231,0.246153,1
11824,5.0667,0.0,0.0203,0.0,-0.0203,0.970296,0.241922,1
11825,5.0833,0.0,0.0167,0.0,-0.0167,0.971342,0.237686,1
11826,5.1,0.0,0.0135,0.0,-0.0135,0.97237,0.233445,1
11827,5.1167,0.0,0.0139,0.0,-0.0139,0.973379,0.2292,1
11828,5.1333,0.0,0.0169,0.0,-0.0169,0.97437,0.224951,1
11829,5.15,0.0,0.0175,0.0,-0.0175,0.975342,0.220697,1
11830,5.1667,0.0,0.0183,0.0,-0.0183,0.976296,0.21644,1
11831,5.1833,0.0,0.0167,0.0,-0.0167,0.977231,0.212178,1
11832,5.2,0.0,0.0206,0.0,-0.0206,0.978148,0.207912,1
11833,5.2167,0.0,0.0168,0.0,-0.0168,0.979045,0.203642,1
11834,5.2333,0.0,0.0175,0.0,-0.0175,0.979925,0.199368,1
11835,5.25,0.0,0.0168,0.0,-0.0168,0.980785,0.19509,1
11836,5.2667,0.0,0.0194,0.0,-0.0194,0.981627,0.190809,1
11837,5.2833,0.0,0.0156,0.0,-0.0156,0.98245,0.186524,1
11838,5.3,0.0,0.0195,0.0,-0.0195,0.983255,0.182236,1
11839,5.3167,0.0,0.0153,0.0,-0.0153,0.984041,0.177944,1
11840,5.3333,0.0,0.0154,0.0,-0.0154,0.984808,0.173648,1
11841,5.35,0.0,0.0186,0.0,-0.0186,0.985556,0.16935,1
11842,5.3667,0.0,0.0171,0.0,-0.0171,0.986286,0.165048,1
11843,5.3833,0.0,0.0153,0.0,-0.0153,0.986996,0.160743,1
11844,5.4,0.0,0.0191,0.0,-0.0191,0.987688,0.156434,1
11845,5.4167,0.0,0.0166,0.0,-0.0166,0.988362,0.152123,1
11846,5.4333,0.0,0.0142,0.0,-0.0142,0.989016,0.147809,1
11847,5.45,0.0,0.0149,0.0,-0.0149,0.989651,0.143493,1
11848,5.4667,0.0,0.0174,0.0,-0.0174,0.990268,0.139173,1
11849,5.4833,0.0,0.0177,0.0,-0.0177,0.990866,0.134851,1
11850,5.5,0.0,0.0204,0.0,-0.0204,0.991445,0.130526,1
11851,5.5167,0.0,0.0187,0.0,-0.0187,0.992005,0.126199,1
11852,5.5333,0.0,0.0186,0.0,-0.0186,0.992546,0.121869,1
11853,5.55,0.0,0.0171,0.0,-0.0171,0.993068,0.117537,1
11854,5.5667,0.0,0.015,0.0,-0.015,0.993572,0.113203,1
11855,5.5833,0.0,0.0147,0.0,-0.0147,0.994056,0.108867,1
11856,5.6,0.0,0.0138,0.0,-0.0138,0.994522,0.104528,1
11857,5.6167,0.0,0.0165,0.0,-0.0165,0.994969,0.100188,1
11858,5.6333,0.0,0.0167,0.0,-0.0167,0.995396,0.095846,1
11859,5.65,0.0,0.0141,0.0,-0.0141,0.995805,0.091502,1
11860,5.6667,0.0,0.0189,0.0,-0.0189,0.996195,0.087156,1
11861,5.6833,0.0,0.0153,0.0,-0.0153,0.996566,0.082808,1
11862,5.7,0.0,0.0113,0.0,-0.0113,0.996917,0.078459,1
11863,5.7167,0.0,0.0158,0.0,-0.0158,0.99725,0.074108,1
11864,5.7333,0.0,0.0154,0.0,-0.0154,0.997564,0.069756,1
11865,5.75,0.0,0.0171,0.0,-0.0171,0.997859,0.065403,1
11866,5.7667,0.0,0.0181,0.0,-0.0181,0.998135,0.061049,1
11867,5.7833,0.0,0.0151,0.0,-0.0151,0.998392,0.056693,1
11868,5.8,0.0,0.017,0.0,-0.017,0.99863,0.052336,1
11869,5.8167,0.0,0.0176,0.0,-0.0176,0.998848,0.047978,1
11870,5.8333,0.0,0.014,0.0,-0.014,0.999048,0.043619,1
11871,5.85,0.0,0.0142,0.0,-0.0142,0.999229,0.03926,1
11872,5.8667,0.0,0.0194,0.0,-0.0194,0.999391,0.034899,1
11873,5.8833,0.0,0.017,0.0,-0.017,0.999534,0.030539,1
11874,5.9,0.0,0.0171,0.0,-0.0171,0.999657,0.026177,1
11875,5.9167,0.0,0.0193,0.0,-0.0193,0.999762,0.021815,1
11876,5.9333,0.0,0.0151,0.0,-0.0151,0.999848,0.017452,1
11877,5.95,0.0,0.0205,0.0,-0.0205,0.999914,0.01309,1
11878,5.9667,0.0,0.0171,0.0,-0.0171,0.999962,0.008727,1
11879,5.9833,0.0,0.0186,0.0,-0.0186,0.99999,0.004363,1
11880,6.0,0.0,0.0332,0.0,-0.0332,1.0,0.0,1
11881,6.0167,0.0034,0.0299,0.0,-0.0265,0.99999,-0.004363,1
11882,6.0333,0.0,0.03,0.0,-0.03,0.999962,-0.008727,1
11883,6.05,0.001617,0.0319,0.0,-0.030283,0.999914,-0.01309,1
11884,6.0667,0.003917,0.0307,0.0,-0.026783,0.999848,-0.017452,1
11885,6.0833,0.000317,0.0285,0.0,-0.028183,0.999762,-0.021815,1
11886,6.1,0.007117,0.0307,0.0,-0.023583,0.999657,-0.026177,1
11887,6.1167,0.00365,0.0287,0.0,-0.02505,0.999534,-0.030539,1
11888,6.1333,0.001483,0.0323,0.0,-0.030817,0.999391,-0.034899,1
11889,6.15,0.002533,0.0325,0.0,-0.029967,0.999229,-0.03926,1
11890,6.1667,0.003183,0.0305,0.0,-0.027317,0.999048,-0.043619,1
11891,6.1833,0.00455,0.032,0.0,-0.02745,0.998848,-0.047978,1
11892,6.2,0.00615,0.0302,0.0,-0.02405,0.99863,-0.052336,1
11893,6.2167,0.00785,0.0315,0.0,-0.02365,0.998392,-0.056693,1
11894,6.2333,0.002433,0.0331,0.0,-0.030667,0.998135,-0.061049,1
11895,6.25,0.0085,0.0276,0.0,-0.0191,0.997859,-0.065403,1
11896,6.2667,0.006867,0.0293,0.0,-0.022433,0.997564,-0.069756,1
11897,6.2833,0.006667,0.0314,0.0,-0.024733,0.99725,-0.074108,1
11898,6.3,0.008383,0.0298,0.0,-0.021417,0.996917,-0.078459,1
11899,6.3167,0.008167,0.0305,0.0,-0.022333,0.996566,-0.082808,1
11900,6.3333,0.0071,0.0298,0.0,-0.0227,0.996195,-0.087156,1
11901,6.35,0.007467,0.032,0.0,-0.024533,0.995805,-0.091502,1
11902,6.3667,0.014267,0.0309,0.0,-0.016633,0.995396,-0.095846,1
11903,6.3833,0.01075,0.0311,0.0,-0.02035,0.994969,-0.100188,1
11904,6.4,0.011383,0.032,0.0,-0.020617,0.994522,-0.104528,1
11905,6.4167,0.010567,0.0311,0.0,-0.020533,0.994056,-0.108867,1
11906,6.4333,0.016267,0.0283,0.0,-0.012033,0.993572,-0.113203,1
11907,6.45,0.008167,0.0312,0.0,-0.023033,0.993068,-0.117537,1
11908,6.4667,0.010733,0.034,0.0,-0.023267,0.992546,-0.121869,1
11909,6.4833,0.012983,0.0287,0.0,-0.015717,0.992005,-0.126199,1
11910,6.5,0.013517,0.0317,0.0,-0.018183,0.991445,-0.130526,1
11911,6.5167,0.009017,0.0289,0.0,-0.019883,0.990866,-0.134851,1
11912,6.5333,0.013883,0.0301,0.0,-0.016217,0.990268,-0.139173,1
11913,6.55,0.017133,0.0323,0.0,-0.015167,0.989651,-0.143493,1
11914,6.5667,0.01065,0.0327,0.0,-0.02205,0.989016,-0.147809,1
11915,6.5833,0.014967,0.0302,0.0,-0.015233,0.988362,-0.152123,1
11916,6.6,0.017733,0.0307,0.0,-0.012967,0.987688,-0.156434,1
11917,6.6167,0.017283,0.0285,0.0,-0.011217,0.986996,-0.160743,1
11918,6.6333,0.01805,0.0299,0.0,-0.01185,0.986286,-0.165048,1
11919,6.65,0.013367,0.0318,0.0,-0.018433,0.985556,-0.16935,1
11920,6.6667,0.01615,0.0299,0.0,-0.01375,0.984808,-0.173648,1
11921,6.6833,0.01595,0.0309,0.0,-0.01495,0.984041,-0.177944,1
11922,6.7,0.016783,0.0316,0.0,-0.014817,0.983255,-0.182236,1
11923,6.7167,0.020917,0.0327,0.0,-0.011783,0.98245,-0.186524,1
11924,6.7333,0.019517,0.0298,0.0,-0.010283,0.981627,-0.190809,1
11925,6.75,0.017183,0.0308,0.0,-0.013617,0.980785,-0.19509,1
11926,6.7667,0.020783,0.0309,0.0,-0.010117,0.979925,-0.199368,1
11927,6.7833,0.017467,0.0314,0.0,-0.013933,0.979045,-0.203642,1
11928,6.8,0.022033,0.0312,0.0,-0.009167,0.978148,-0.207912,1
11929,6.8167,0.017333,0.0291,0.0,-0.011767,0.977231,-0.212178,1
11930,6.8333,0.0231,0.0311,0.0,-0.008,0.976296,-0.21644,1
11931,6.85,0.017317,0.0319,0.0,-0.014583,0.975342,-0.220697,1
11932,6.8667,0.021083,0.0309,0.0,-0.009817,0.97437,-0.224951,1
11933,6.8833,0.023217,0.0314,0.0,-0.008183,0.973379,-0.2292,1
11934,6.9,0.025817,0.0305,0.0,-0.004683,0.97237,-0.233445,1
11935,6.9167,0.021583,0.0303,0.0,-0.008717,0.971342,-0.237686,1
11936,6.9333,0.02775,0.0363,0.0,-0.00855,0.970296,-0.241922,1
11937,6.95,0.02775,0.0304,0.0,-0.00265,0.969231,-0.246153,1
11938,6.9667,0.026617,0.0328,0.0,-0.006183,0.968148,-0.25038,1
11939,6.9833,0.027667,0.0331,0.0,-0.005433,0.967046,-0.254602,1
11940,7.0,0.019967,0.0554,0.0,-0.035433,0.965926,-0.258819,1
11941,7.0167,0.026517,0.0564,0.0,-0.029883,0.964787,-0.263031,1
11942,7.0333,0.031167,0.0554,0.0,-0.024233,0.96363,-0.267238,1
11943,7.05,0.026483,0.0547,0.0,-0.028217,0.962455,-0.27144,1
11944,7.0667,0.0288,0.0586,0.0,-0.0298,0.961262,-0.275637,1
11945,7.0833,0.024583,0.0569,0.0,-0.032317,0.96005,-0.279829,1
11946,7.1,0.030383,0.0588,0.0,-0.028417,0.95882,-0.284015,1
11947,7.1167,0.03185,0.0592,0.0,-0.02735,0.957571,-0.288196,1
11948,7.1333,0.03025,0.0549,0.0,-0.02465,0.956305,-0.292372,1
11949,7.15,0.025733,0.0577,0.0,-0.031967,0.95502,-0.296542,1
11950,7.1667,0.02535,0.0494,0.0,-0.02405,0.953717,-0.300706,1
11951,7.1833,0.033817,0.0568,0.0,-0.022983,0.952396,-0.304864,1
11952,7.2,0.03125,0.056,0.0,-0.02475,0.951057,-0.309017,1
11953,7.2167,0.031067,0.057,0.0,-0.025933,0.949699,-0.313164,1
11954,7.2333,0.028717,0.0545,0.0,-0.025783,0.948324,-0.317305,1
11955,7.25,0.036067,0.0575,0.0,-0.021433,0.94693,-0.321439,1
11956,7.2667,0.0338,0.0565,0.0,-0.0227,0.945519,-0.325568,1
11957,7.2833,0.0346,0.0525,0.0,-0.0179,0.944089,-0.329691,1
11958,7.3,0.034683,0.0561,0.0,-0.021417,0.942641,-0.333807,1
11959,7.3167,0.0373,0.053,0.0,-0.0157,0.941176,-0.337917,1
11960,7.3333,0.029,0.0566,0.0,-0.0276,0.939693,-0.34202,1
11961,7.35,0.038883,0.0588,0.0,-0.019917,0.938191,-0.346117,1
11962,7.3667,0.031883,0.0574,0.0,-0.025517,0.936672,-0.350207,1
11963,7.3833,0.037683,0.0563,0.0,-0.018617,0.935135,-0.354291,1
11964,7.4,0.033333,0.0546,0.0,-0.021267,0.93358,-0.358368,1
11965,7.4167,0.034433,0.057,0.0,-0.022567,0.932008,-0.362438,1
11966,7.4333,0.041217,0.0526,0.0,-0.011383,0.930418,-0.366501,1
11967,7.45,0.041117,0.0545,0.0,-0.013383,0.92881,-0.370557,1
11968,7.4667,0.039,0.0561,0.0,-0.0171,0.927184,-0.374607,1
11969,7.4833,0.04025,0.0576,0.0,-0.01735,0.925541,-0.378649,1
11970,7.5,0.0356,0.0553,0.0,-0.0197,0.92388,-0.382683,1
11971,7.5167,0.039133,0.0587,0.0,-0.019567,0.922201,-0.386711,1
11972,7.5333,0.04295,0.0557,0.0,-0.01275,0.920505,-0.390731,1
11973,7.55,0.0423,0.0528,0.0,-0.0105,0.918791,-0.394744,1
11974,7.5667,0.03825,0.0527,0.0,-0.01445,0.91706,-0.398749,1
11975,7.5833,0.0405,0.058,0.0,-0.0175,0.915311,-0.402747,1
11976,7.6,0.045833,0.0574,0.0,-0.011567,0.913545,-0.406737,1
11977,7.6167,0.045117,0.057,0.0,-0.011883,0.911762,-0.410719,1
11978,7.6333,0.042067,0.0546,0.0,-0.012533,0.909961,-0.414693,1
11979,7.65,0.041283,0.0546,0.0,-0.013317,0.908143,-0.41866,1
11980,7.6667,0.041433,0.0587,0.0,-0.017267,0.906308,-0.422618,1
11981,7.6833,0.044283,0.0555,0.0,-0.011217,0.904455,-0.426569,1
11982,7.7,0.039617,0.0571,0.0,-0.017483,0.902585,-0.430511,1
11983,7.7167,0.043183,0.0562,0.0,-0.013017,0.900698,-0.434445,1
11984,7.7333,0.04405,0.0547,0.0,-0.01065,0.898794,-0.438371,1
11985,7.75,0.03655,0.0587,0.0,-0.02215,0.896873,-0.442289,1
11986,7.7667,0.04395,0.0558,0.0,-0.01185,0.894934,-0.446198,1
11987,7.7833,0.041783,0.0539,0.0,-0.012117,0.892979,-0.450098,1
11988,7.8,0.045367,0.0571,0.0,-0.011733,0.891007,-0.45399,1
11989,7.8167,0.0431,0.057,0.0,-0.0139,0.889017,-0.457874,1
11990,7.8333,0.047383,0.0556,0.0,-0.008217,0.887011,-0.461749,1
11991,7.85,0.04505,0.0592,0.0,-0.01415,0.884988,-0.465615,1
11992,7.8667,0.0501,0.0581,0.0,-0.008,0.882948,-0.469472,1
11993,7.8833,0.047133,0.056,0.0,-0.008867,0.880891,-0.47332,1
11994,7.9,0.04445,0.056,0.0,-0.01155,0.878817,-0.477159,1
11995,7.9167,0.044917,0.0583,0.0,-0.013383,0.876727,-0.480989,1
11996,7.9333,0.056467,0.0576,0.0,-0.001133,0.87462,-0.48481,1
11997,7.95,0.048183,0.0547,0.0,-0.006517,0.872496,-0.488621,1
11998,7.9667,0.046767,0.0573,0.0,-0.010533,0.870356,-0.492424,1
11999,7.9833,0.046217,0.0558,0.0,-0.009583,0.868199,-0.496217,1
12000,8.0,0.052933,0.055,0.0,-0.002067,0.866025,-0.5,1
12001,8.0167,0.051217,0.0548,0.0,-0.003583,0.863836,-0.503774,1
12002,8.0333,0.04985,0.0579,0.0,-0.00805,0.861629,-0.507538,1
12003,8.05,0.049267,0.0536,0.0,-0.004333,0.859406,-0.511293,1
12004,8.0667,0.0527,0.0556,0.0,-0.0029,0.857167,-0.515038,1
12005,8.0833,0.053667,0.0566,0.0,-0.002933,0.854912,-0.518773,1
12006,8.1,0.05375,0.054,0.0,-0.00025,0.85264,-0.522499,1
12007,8.1167,0.0518,0.0595,0.0,-0.0077,0.850352,-0.526214,1
12008,8.1333,0.055433,0.0544,0.001,0.001033,0.848048,-0.529919,0
12009,8.15,0.053617,0.0568,0.0,-0.003183,0.845728,-0.533615,1
12010,8.1667,0.050017,0.0571,0.0,-0.007083,0.843391,-0.5373,1
12011,8.1833,0.0528,0.0534,0.0,-0.0006,0.841039,-0.540974,1
12012,8.2,0.05345,0.0557,0.0,-0.00225,0.838671,-0.544639,1
12013,8.2167,0.054017,0.0532,0.0008,0.000817,0.836286,-0.548293,0
12014,8.2333,0.05975,0.0559,0.0047,0.00385,0.833886,-0.551937,0
12015,8.25,0.0553,0.06,0.0,-0.0047,0.83147,-0.55557,1
12016,8.2667,0.0589,0.0556,0.0033,0.0033,0.829038,-0.559193,0
12017,8.2833,0.055183,0.059,0.0,-0.003817,0.82659,-0.562805,1
12018,8.3,0.0557,0.0539,0.0018,0.0018,0.824126,-0.566406,0
12019,8.3167,0.055717,0.053,0.0045,0.002717,0.821647,-0.569997,0
12020,8.3333,0.058717,0.0522,0.011,0.006517,0.819152,-0.573576,0
12021,8.35,0.059967,0.0568,0.0142,0.003167,0.816642,-0.577145,0
12022,8.3667,0.054733,0.0564,0.0125,-0.001667,0.814116,-0.580703,0
12023,8.3833,0.059633,0.0531,0.019,0.006533,0.811574,-0.58425,0
12024,8.4,0.05795,0.0552,0.0218,0.00275,0.809017,-0.587785,0
12025,8.4167,0.058067,0.0583,0.0216,-0.000233,0.806445,-0.59131,0
12026,8.4333,0.060617,0.0541,0.0281,0.006517,0.803857,-0.594823,0
12027,8.45,0.060117,0.0578,0.0304,0.002317,0.801254,-0.598325,0
12028,8.4667,0.05735,0.0569,0.0308,0.00045,0.798636,-0.601815,0
12029,8.4833,0.055917,0.056,0.0307,-8.3e-05,0.796002,-0.605294,0
12030,8.5,0.058183,0.0558,0.0331,0.002383,0.793353,-0.608761,0
12031,8.5167,0.059233,0.0555,0.0368,0.003733,0.79069,-0.612217,0
12032,8.5333,0.06115,0.0544,0.0436,0.00675,0.788011,-0.615661,0
12033,8.55,0.059667,0.0563,0.047,0.003367,0.785317,-0.619094,0
12034,8.5667,0.06375,0.0568,0.0539,0.00695,0.782608,-0.622515,0
12035,8.5833,0.060917,0.057,0.0578,0.003917,0.779884,-0.625923,0
12036,8.6,0.066033,0.054,0.0698,0.012033,0.777146,-0.62932,0
12037,8.6167,0.061833,0.0587,0.0729,0.003133,0.774393,-0.632705,0
12038,8.6333,0.065283,0.058,0.0802,0.007283,0.771625,-0.636078,0
12039,8.65,0.0633,0.0536,0.0899,0.0097,0.768842,-0.639439,0
12040,8.6667,0.063333,0.0569,0.0963,0.006433,0.766044,-0.642788,0
12041,8.6833,0.060917,0.054,0.1032,0.006917,0.763232,-0.646124,0
12042,8.7,0.061717,0.0575,0.1074,0.004217,0.760406,-0.649448,0
12043,8.7167,0.068767,0.0607,0.1155,0.008067,0.757565,-0.65276,0
12044,8.7333,0.064667,0.059,0.1212,0.005667,0.75471,-0.656059,0
12045,8.75,0.064833,0.0544,0.1316,0.010433,0.75184,-0.659346,0
12046,8.7667,0.0695,0.0547,0.1464,0.0148,0.748956,-0.66262,0
12047,8.7833,0.066083,0.058,0.1545,0.008083,0.746057,-0.665882,0
12048,8.8,0.066267,0.0556,0.1652,0.010667,0.743145,-0.669131,0
12049,8.8167,0.064767,0.0568,0.1732,0.007967,0.740218,-0.672367,0
12050,8.8333,0.067867,0.0565,0.1846,0.011367,0.737277,-0.67559,0
12051,8.85,0.071867,0.0537,0.2028,0.018167,0.734323,-0.678801,0
12052,8.8667,0.072383,0.0588,0.2164,0.013583,0.731354,-0.681998,0
12053,8.8833,0.068283,0.055,0.2297,0.013283,0.728371,-0.685183,0
12054,8.9,0.0667,0.054,0.2424,0.0127,0.725374,-0.688355,0
12055,8.9167,0.064083,0.0542,0.2523,0.009883,0.722364,-0.691513,0
12056,8.9333,0.063717,0.0558,0.2602,0.007917,0.71934,-0.694658,0
12057,8.95,0.071133,0.0556,0.2757,0.015533,0.716302,-0.69779,0
12058,8.9667,0.073733,0.0543,0.2951,0.019433,0.71325,-0.700909,0
12059,8.9833,0.066417,0.0578,0.3037,0.008617,0.710185,-0.704015,0
12060,9.0,0.074083,0.0318,0.346,0.042283,0.707107,-0.707107,0
12061,9.0167,0.071517,0.0305,0.387,0.041017,0.704015,-0.710185,0
12062,9.0333,0.071767,0.0298,0.429,0.041967,0.700909,-0.71325,0
12063,9.05,0.069583,0.0307,0.4679,0.038883,0.69779,-0.716302,0
12064,9.0667,0.070483,0.0307,0.5077,0.039783,0.694658,-0.71934,0
12065,9.0833,0.07325,0.0322,0.5488,0.04105,0.691513,-0.722364,0
12066,9.1,0.0732,0.0309,0.5911,0.0423,0.688355,-0.725374,0
12067,9.1167,0.07475,0.0283,0.6375,0.04645,0.685183,-0.728371,0
12068,9.1333,0.07195,0.0303,0.6791,0.04165,0.681998,-0.731354,0
12069,9.15,0.075567,0.0293,0.7254,0.046267,0.678801,-0.734323,0
12070,9.1667,0.079233,0.0298,0.7748,0.049433,0.67559,-0.737277,0
12071,9.1833,0.076433,0.0321,0.8191,0.044333,0.672367,-0.740218,0
12072,9.2,0.075,0.0322,0.8619,0.0428,0.669131,-0.743145,0
12073,9.2167,0.0746,0.1042,0.8323,-0.0296,0.665882,-0.746057,0
12074,9.2333,0.07105,0.1055,0.7979,-0.03445,0.66262,-0.748956,0
12075,9.25,0.070917,0.1105,0.7583,-0.039583,0.659346,-0.75184,0
12076,9.2667,0.073417,0.1065,0.7252,-0.033083,0.656059,-0.75471,0
12077,9.2833,0.072533,0.1086,0.6891,-0.036067,0.65276,-0.757565,0
12078,9.3,0.073333,0.1067,0.6557,-0.033367,0.649448,-0.760406,0
12079,9.3167,0.07665,0.1072,0.6251,-0.03055,0.646124,-0.763232,0
12080,9.3333,0.074967,0.1044,0.5957,-0.029433,0.642788,-0.766044,0
12081,9.35,0.081283,0.1047,0.5723,-0.023417,0.639439,-0.768842,0
12082,9.3667,0.084233,0.1076,0.5489,-0.023367,0.636078,-0.771625,0
12083,9.3833,0.078083,0.1082,0.5188,-0.030117,0.632705,-0.774393,0
12084,9.4,0.075483,0.1119,0.4824,-0.036417,0.62932,-0.777146,0
12085,9.4167,0.079333,0.1053,0.4564,-0.025967,0.625923,-0.779884,0
12086,9.4333,0.079633,0.1074,0.4286,-0.027767,0.622515,-0.782608,0
12087,9.45,0.07665,0.1082,0.3971,-0.03155,0.619094,-0.785317,0
12088,9.4667,0.080583,0.1079,0.3698,-0.027317,0.615661,-0.788011,0
12089,9.4833,0.0817,0.1031,0.3484,-0.0214,0.612217,-0.79069,0
12090,9.5,0.07865,0.1084,0.3186,-0.02975,0.608761,-0.793353,0
12091,9.5167,0.077217,0.1054,0.2904,-0.028183,0.605294,-0.796002,0
12092,9.5333,0.083217,0.1082,0.2654,-0.024983,0.601815,-0.798636,0
12093,9.55,0.080567,0.1098,0.2362,-0.029233,0.598325,-0.801254,0
12094,9.5667,0.078333,0.1067,0.2078,-0.028367,0.594823,-0.803857,0
12095,9.5833,0.079417,0.1072,0.18,-0.027783,0.59131,-0.806445,0
12096,9.6,0.082133,0.1044,0.1577,-0.022267,0.587785,-0.809017,0
12097,9.6167,0.0857,0.0311,0.2123,0.0546,0.58425,-0.811574,0
12098,9.6333,0.078367,0.0329,0.2578,0.045467,0.580703,-0.814116,0
12099,9.65,0.08155,0.0323,0.307,0.04925,0.577145,-0.816642,0
12100,9.6667,0.0813,0.0306,0.3577,0.0507,0.573576,-0.819152,0
12101,9.6833,0.077867,0.0308,0.4048,0.047067,0.569997,-0.821647,0
12102,9.7,0.08315,0.032,0.4559,0.05115,0.566406,-0.824126,0
12103,9.7167,0.082933,0.0325,0.5063,0.050433,0.562805,-0.82659,0
12104,9.7333,0.0859,0.0334,0.5588,0.0525,0.559193,-0.829038,0
12105,9.75,0.0809,0.0278,0.6119,0.0531,0.55557,-0.83147,0
12106,9.7667,0.08425,0.0318,0.6643,0.05245,0.551937,-0.833886,0
12107,9.7833,0.085633,0.0344,0.7155,0.051233,0.548293,-0.836286,0
12108,9.8,0.083367,0.0317,0.7672,0.051667,0.544639,-0.838671,0
12109,9.8167,0.083483,0.0297,0.821,0.053783,0.540974,-0.841039,0
12110,9.8333,0.08545,0.0332,0.8732,0.05225,0.5373,-0.843391,0
12111,9.85,0.084167,0.0281,0.9293,0.056067,0.533615,-0.845728,0
12112,9.8667,0.083317,0.0324,0.9802,0.050917,0.529919,-0.848048,0
12113,9.8833,0.08495,0.0295,1.0356,0.05545,0.526214,-0.850352,0
12114,9.9,0.0909,0.0256,1.1009,0.0653,0.522499,-0.85264,0
12115,9.9167,0.083167,0.0301,1.154,0.053067,0.518773,-0.854912,0
12116,9.9333,0.08515,0.0344,1.2047,0.05075,0.515038,-0.857167,0
12117,9.95,0.083,0.0302,1.2575,0.0528,0.511293,-0.859406,0
12118,9.9667,0.0851,0.033,1.3096,0.0521,0.507538,-0.861629,0
12119,9.9833,0.086917,0.0316,1.3649,0.055317,0.503774,-0.863836,0
12120,10.0,0.082417,0.0292,1.4181,0.053217,0.5,-0.866025,0
12121,10.0167,0.089483,0.0288,1.4788,0.060683,0.496217,-0.868199,0
12122,10.0333,0.0889,0.0303,1.5374,0.0586,0.492424,-0.870356,0
12123,10.05,0.08635,0.0312,1.5926,0.05515,0.488621,-0.872496,0
12124,10.0667,0.092467,0.0304,1.6547,0.062067,0.48481,-0.87462,0
12125,10.0833,0.08725,0.033,1.709,0.05425,0.480989,-0.876727,0
12126,10.1,0.08825,0.0319,1.7653,0.05635,0.477159,-0.878817,0
12127,10.1167,0.086817,0.0321,1.82,0.054717,0.47332,-0.880891,0
12128,10.1333,0.08765,0.0257,1.882,0.06195,0.469472,-0.882948,0
12129,10.15,0.086717,0.0285,1.9402,0.058217,0.465615,-0.884988,0
12130,10.1667,0.087783,0.0319,1.9961,0.055883,0.461749,-0.887011,0
12131,10.1833,0.089433,0.0316,2.0539,0.057833,0.457874,-0.889017,0
12132,10.2,0.091983,0.0313,2.1146,0.060683,0.45399,-0.891007,0
12133,10.2167,0.089033,0.031,2.1726,0.058033,0.450098,-0.892979,0
12134,10.2333,0.0892,0.0316,2.2302,0.0576,0.446198,-0.894934,0
12135,10.25,0.088867,0.0286,2.2905,0.060267,0.442289,-0.896873,0
12136,10.2667,0.092767,0.0299,2.3534,0.062867,0.438371,-0.898794,0
